petition_id,should,their,people,government,there,would,being,which,children,public,british,these,other,years,health,allow,referendum,after,change,those
6de2a875-71ed-4b0b-b816-180f9b13ff53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a7c04674-895b-4345-8e37-d419b8190428,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
4d79ea24-c808-47b4-9d3f-3b357c2fdf0c,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
184f44a0-ea75-4e39-88b7-1b590c53e8f3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cc1eabdb-00ac-421a-8e6c-854554b1674f,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
be040d9b-ba07-4b54-a937-a2fb36ca9ada,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d88ab17f-e64d-4c15-a904-1080718c07fd,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6615d810-a42a-492e-a42b-091286bbc03d,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6ff4c4a3-4958-4756-8892-73315b6fbc92,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f363225-aab7-4fa1-9a23-09bac63bca61,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
700cea25-74cb-46ec-a2c1-3cdab9f964e2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3dafb87b-4fce-4350-b995-cc25d5e210f0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97627a04-3e2c-46e7-b0cb-ba5c6d0edc03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
f54796e1-60a3-49fe-a7ab-a5631f2d2ecf,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
02c84290-6093-4078-a709-719504af8412,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0581293-3890-46e6-8573-d5f402c5199b,1,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
bf3a31b6-b645-436b-917d-ad989607d08d,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0
6aa4d25a-b8b0-453d-8a12-b352dde5cf28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
6f341b0a-6d5d-4922-9b44-cf4b13259a5d,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31d23b79-27e7-4f57-b0ef-7755f6a3f1e7,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c9e3cbd8-a410-468c-bf59-b46387ae67ef,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
e3e715c1-9f03-4a13-acf9-bb3da9852a46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
eeca6942-1a6f-42c8-8e45-eaba22019c67,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54a9b261-b7f2-4876-914f-f199c9a345f1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9927d1b2-6f72-4f9b-bdbc-75486733c8fa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5137956f-21e6-4965-ba7e-7a77d7f51882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953849a4-5eab-4c6c-93b4-78566e5d7b90,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
430a2332-414e-446f-8e07-c78c28f07d72,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
e3faa44b-4d49-4977-82d9-f347806fb82f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c3b605f-20cd-4506-aca1-2da6d69e056a,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4820398e-2121-4070-bb8b-c9f9c099f0b8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3b3db49e-ae4a-49f7-9bb2-daf35ff762a1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49366895-0d57-4650-9d8e-4bc5fd94edee,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
08d0ccca-5558-4f75-a809-285d381fe3f8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e8fbc66f-24d0-493f-ad1b-bc01cef5e662,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9b906c0f-1c69-446a-b437-e534b6772056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7495b820-641e-4176-aa08-79f7d2cd1fcf,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bcc8ad86-96f5-465a-ab96-55c6e658a913,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6c080833-4363-418d-b48f-934896f94d7e,0,1,0,0,0,0,1,0,0,4,0,0,0,0,5,0,0,0,0,0
0c5c60f4-a6a7-4b63-8b76-053603219d62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1aef41c5-0f4d-4697-8b16-6be96ec9ffff,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a2d94806-14c8-4208-897c-68359d992409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9b37ad1c-3910-4503-a6b0-4b1415eb1ac0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31d87365-b4e0-4c80-83cd-89f93199bd19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b4619db-5881-4edc-abab-21cfa1789a5f,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4e09302-64c0-4adb-8342-5faf52cc02ef,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15a04842-2a79-4194-8a5a-c8bf7a5ab9a3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00601951-6cc3-4118-99c1-067b09b214d4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a64a45b-2b83-45b8-a7c5-531a27a4ec26,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1c12e3e3-10ac-4b1e-a8af-47cef52f9aef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9d66656-b3f3-459b-874e-6fb878401f2d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8dfb194f-5edc-4d56-a3c4-a2c11f1b016f,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2836b43c-2264-447e-800a-64629c347c1d,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
6156f69d-32d9-490a-87dc-220469362d6e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96df74f5-4cc0-47c6-b7b4-9be3c6d3f991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc841c9f-60bd-4380-9e05-54d0eb90b58f,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
a3504204-4bd6-4faf-bd56-2c6daed6665d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e3669be6-fa04-4944-a27f-bb5a75a12fe2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
eed65880-bae8-4c85-b867-45edacd2b59c,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
f9e64839-ab03-4037-b156-12e55900899c,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9967aa48-474d-4b87-8867-e1beeaf2933b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78c950c9-d651-42f5-aeea-aae630e01769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7a83273-715a-4eb2-97e6-9d67ed4f80e4,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
da1e5d25-aa1d-4b5a-aa95-74247a264633,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7407e621-c3f4-4b5a-9194-27aa9ee356c2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
7e1cf170-7c2e-433c-aea9-eb66b9aec8db,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
d4061a03-2a14-40e8-9ff1-1fcd768d9242,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18a6adf2-e184-483a-a76e-7ddbd7065490,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13fa23cd-57fe-48b9-bd49-78219806ddd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09045c72-b242-4a6f-8156-24d34d21a87b,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55e71581-8ddd-47f7-a1fe-371ed2343505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d23bb944-bb93-4787-95cd-58662360f71e,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
738bad28-847c-446a-8269-38665acd74e9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
38218800-6a2e-491a-8cae-33ea3a6bd72f,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500c71af-bea7-4740-a146-92d1d3387238,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0caf45a6-fc49-4117-ad3f-51a809f3dfce,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0840bb47-feec-405a-9f23-5be8be88c9e6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c9cfe5f8-1c69-4a0e-91a6-6116826dc15a,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2226a3cc-09ef-4f25-b806-e701e49abffb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07a135c2-4f2d-49d3-bb0b-856a59812950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2df63e8e-fdcb-44a7-97e2-38ee095a6fbc,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84abdf78-ed6a-4503-84fd-7e4b8020ec7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d38bd19f-8853-4798-a9f4-a12a1999fb2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9c23e4cc-9f4a-4878-b3fa-64c7a1717afa,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e265be0d-7e04-4316-81e3-68983f225809,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6613ab92-1db1-42b8-a53d-88043cb4ec57,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
afcc5353-8b51-467c-a6c1-dd30dc47b320,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
995a12ba-9079-45f1-8c07-6bbe2f58a40b,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cc24bb33-2bd2-403e-a0b1-6a4b10cbcc81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e5a5679b-9e0f-4c02-8d5a-9bdc53744c46,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15963a8b-cb8c-46f3-ba3a-1d09730f0de1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
fe641bc8-cdeb-4e3d-bb61-787e18319b04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
bd9fd27e-b99c-471d-b3d1-e9a08637fa08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
d1ff0e78-174e-498f-b386-aeb963bfb178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4857d2ea-40ff-40e7-b4be-b85e8f69fb15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0d621623-2537-4fce-9b41-956fc2c0b049,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fc724c87-3430-4564-b151-e975079f0e5d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36d2449b-d9d9-4d92-b1d6-3e90f88e4348,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
08b37240-cb0d-4d68-86d4-0ff3a691812c,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
e255e715-7d34-459a-a04e-b7d1ecfbf296,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5cf28961-da99-47f9-a1ea-1f98f93dda79,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9885d56c-1713-41a1-a175-d5c5224a0683,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
47bf269d-6cc3-4779-be44-538032e5cbe6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
eb1594e9-ab3a-4872-9aba-95aaeecb6079,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36f1b280-24ed-461e-8184-f4ad7ffe93fe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78280f75-8bf0-4391-9a70-9c2479534255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8f995ff8-ab65-40c6-b189-093f4effca15,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
b6307373-e5bc-4f98-a9e2-3903d5cb442c,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
d7576650-90d5-4d87-84fa-fe47b3b4b39d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
602b76a5-2078-4fa3-86cb-70a794658ddd,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
d68db6c4-3245-4bab-b364-95e6192b37b9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4d1c3282-8698-4721-997f-dbc586dd900d,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51353a7e-39a3-45c6-9288-6f55eeebc682,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
98c3bbec-0c82-442e-98aa-25dcf10bd6ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ad73d210-d68c-4318-848d-cd5736082f0b,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc156863-edce-4034-834b-1149b22df913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6d5640dc-30dc-4a7a-92f0-d43c819ce463,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
decea762-20c3-4d0e-9f6c-df5255c48581,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82762650-035f-4d01-9dc8-efb4d9eff896,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fb51000a-8aa4-439b-904e-a24bbdab3b35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2a1ccb2f-497d-4130-b2db-d8af267fb1ba,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62481f11-1a7f-4815-8c08-435c7ef56fc7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
427e536e-350b-46ea-842a-07ce5917546a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afa99c9c-21cf-462b-8b7c-95e23e7a9721,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2ad38fa8-2d02-42ec-8cb8-ceae4bf6c657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41cadcb1-8382-4f56-bd02-68e377e430af,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9d850910-5217-4e74-9a26-3bd16f4ff347,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32ce3810-ae02-4401-932a-d3d4f6d5ef8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1acd3bf0-b9eb-40b9-af8c-de5f6cc7f939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e2086a3-60aa-4b0f-bdd0-c8d749f2c512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3d93c3d8-d3e8-4ade-bd11-616d06d949f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365eb950-d372-478c-a91a-e6523f103ab1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
d91dd248-8015-45d1-87ee-110e6b3f4992,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9b48df38-e4ed-4b9a-9615-0578c195095d,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c7614fd6-f126-4e75-ad73-2531698f0fa4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
744fa5b1-0814-4f20-81ad-7b43759bf038,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13f0be1a-729a-4dfc-a64a-f352207671a8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345417dd-30f0-4c3f-9b93-21b381dd1def,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
865f6650-f813-482d-a37d-85eb835c2b77,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43e0bb9a-7ebc-4890-a505-c3a4e5d95987,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
805cf9a3-a7a7-4a83-a47d-97a48f20eaa3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ad29da45-60b8-4ae7-8acf-3b61afbd90f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36731cfe-9da1-4dbb-a41a-8c59b9661b93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e588bf4c-64fa-4f6e-818f-faabd305dab2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55b923e1-f011-45f6-9e07-a43f929475a4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3a6f5c88-ba9e-4b2b-bb26-123f60c669db,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19b6fda3-917b-4eb8-aeb7-710cdc4927af,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67d68833-dbd5-4b15-a8cf-cb926280533a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
